nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0835840,Richard M. Stuart,\N,\N,actor,"tt0156020,tt0101301"
nm0001552,Pat Morita,1932,2005,"actor,soundtrack,writer","tt0110657,tt0097647,tt0091326,tt0087538"
nm0605080,Trevor Morgan,1986,\N,"actor,director,writer","tt0167404,tt0187393,tt0377091,tt0163025"
nm0001118,Pam Dawber,1951,\N,"actress,soundtrack,producer","tt0077053,tt0078349,tt0105466,tt0118385"
nm0005286,Haley Joel Osment,1988,\N,"actor,soundtrack,producer","tt0167404,tt0223897,tt0327137,tt0212720"
nm0258117,Michael Ensign,1944,\N,actor,"tt0084503,tt0120338,tt0087332,tt0086567"
nm0337566,Johnny Green,1972,\N,actor,"tt0088763,tt0214388,tt0098258,tt0108872"
nm0005054,Gladise Jiminez,\N,\N,"actress,producer,soundtrack","tt0437171,tt0092325,tt0327375,tt0108495"
nm0512182,Amy Lindsay,1966,\N,"actress,make_up_department,casting_director","tt0112178,tt0408374,tt0804875,tt0171326"
nm0120301,William Bumiller,1956,\N,actor,"tt0101744,tt0114508,tt0285462,tt0285331"
nm0100762,David Bowe,1964,\N,actor,"tt0117500,tt0115798,tt1055369,tt0098546"
nm0780470,Jocelyn Seagrave,\N,\N,actress,"tt0339785,tt0119700,tt0115579,tt0157202"
nm0302956,Mo Gallini,1966,\N,actor,"tt0166924,tt2261391,tt11274492,tt0322259"
nm0000187,Madonna,1958,\N,"music_artist,soundtrack,actress","tt0156841,tt0089017,tt0104694,tt0116250"
nm0000391,Rupert Everett,1959,\N,"actor,soundtrack,producer","tt0109592,tt2404639,tt0122541,tt0119738"
nm0000973,Benjamin Bratt,1963,\N,"actor,producer,director","tt2380307,tt0181865,tt0212346,tt0098844"
nm0001152,Illeana Douglas,1961,\N,"actress,producer,writer","tt0114681,tt0162346,tt0164181,tt0241760"
nm0816669,Douglas Spain,\N,\N,"actor,producer,director","tt0179116,tt1374858,tt1532538,tt4843618"
nm0333888,Aimee Graham,\N,\N,"actress,producer,director","tt0120620,tt0212235,tt0119396,tt0116367"
nm0005497,Nicholle Tom,\N,\N,"actress,soundtrack,producer","tt0106375,tt0103786,tt0106080,tt0247638"
nm0002364,Dante Basco,1975,\N,"actor,producer,writer","tt2139965,tt0179116,tt0446046,tt0102057"
nm0005260,Frankie Muniz,1985,\N,"actor,soundtrack,producer","tt0265298,tt0156812,tt0441796,tt0313911"
nm0000102,Kevin Bacon,1958,\N,"actor,producer,soundtrack","tt0327056,tt0164052,tt0087277,tt0361127"
nm0000178,Diane Lane,1965,\N,"actress,soundtrack","tt2096673,tt0250797,tt0086066,tt0328589"
nm0005561,Luke Wilson,1971,\N,"actor,producer,director","tt0302886,tt0115734,tt0452702,tt0265666"
nm0038673,William Ash,1977,\N,"actor,writer,director","tt0156757,tt0783598,tt1093369,tt0096645"
nm0829623,Maclean Stewart,1976,\N,actor,"tt0220652,tt0213344,tt0156757,tt0218182"
nm0516385,Tim Loane,\N,\N,"writer,actor,miscellaneous","tt27495613,tt0944947,tt0140934,tt0280330"
nm0809831,Russell Smith,\N,\N,"miscellaneous,actor","tt11311302,tt1727824,tt0416508,tt0790590"
nm0256890,Lena Endre,1955,\N,"actress,writer,producer","tt1859522,tt1560747,tt4649466,tt1216487"
nm0430746,Erland Josephson,1923,2012,"actor,writer,director","tt0091670,tt0083922,tt0069467,tt0086022"
nm0377631,Krister Henriksson,1946,\N,"actor,director,soundtrack","tt1859522,tt0466397,tt0120880,tt0366943"
nm0361574,Thomas Hanzon,1962,\N,"actor,soundtrack","tt0118467,tt0421947,tt1225477,tt0816445"
nm0000191,Ewan McGregor,1971,\N,"actor,producer,writer","tt0117951,tt1322269,tt0203009,tt2763304"
nm0528462,Susan Lynch,1971,\N,"actress,director,writer","tt0158033,tt0375735,tt0120681,tt0166396"
nm0778831,Andrew Scott,1976,\N,"actor,producer,soundtrack","tt1976009,tt21192142,tt3169706,tt2379713"
nm0564516,Vinnie McCabe,\N,\N,"actor,producer","tt0114307,tt0117039,tt14357986,tt0944947"
nm1096376,Chip Duford,1967,\N,actor,"tt0903268,tt0159371,tt4908990,tt4018690"
nm0103258,Jack Bradley,\N,\N,actor,"tt0092325,tt0159371,tt0138956,tt0128889"
nm0397504,Michele Howard,\N,\N,actress,"tt0265252,tt2948696,tt0159371,tt0261492"
nm0450140,Shawn Kerwin,\N,\N,actor,"tt0319748,tt0159371"
nm0628155,Karen Newman,\N,\N,"actress,soundtrack","tt0159371,tt0096969,tt0098678,tt1456635"
nm0009411,Tony Abruzzo,\N,\N,actor,"tt0159371,tt0097911"
nm1100965,Jane Walworth,\N,\N,actress,tt0159371
nm1093998,Harry Mitchell,\N,\N,actor,tt0159371
nm0182666,Nikolaj Coster-Waldau,1970,\N,"actor,producer,writer","tt2404233,tt0944947,tt0110631,tt1483013"
nm1028861,Anders Valentinus Dam,1970,\N,actor,"tt1804508,tt0826760,tt0354934,tt1322315"
nm1155344,Anne Seier Hansen,\N,\N,actress,tt0158871
nm0377580,Bjarne Henriksen,1959,\N,"actor,director","tt0414195,tt0154420,tt0826760,tt2106476"
nm0000379,Kirsten Dunst,1982,\N,"actress,producer,soundtrack","tt1527186,tt0110148,tt0145487,tt0338013"
nm0001001,James Caan,1940,2022,"actor,soundtrack,director","tt0083190,tt0073631,tt0068646,tt0100157"
nm0440229,Vincent Kartheiser,1979,\N,actor,"tt0119630,tt1637688,tt0804503,tt0426883"
nm0350079,Luis Guzmán,1956,\N,"actor,producer,writer","tt1111422,tt0181865,tt0118749,tt0272338"
nm0001505,Joe Mantegna,1947,\N,"actor,producer,director","tt0120533,tt0108065,tt0099674,tt0109190"
nm0001075,Peter Coyote,1941,\N,"actor,producer,miscellaneous","tt0104779,tt0120184,tt0281358,tt0083866"
nm0001689,Mercedes Ruehl,1948,\N,"actress,soundtrack","tt0095593,tt0101889,tt0093936,tt0094737"
nm0000155,Whoopi Goldberg,1955,\N,"actress,producer,writer","tt0105417,tt0108147,tt0099653,tt0088939"
nm0200848,Ingeborga Dapkunaite,1963,\N,"actress,soundtrack","tt0367959,tt0117060,tt2873282,tt0120102"
nm0238454,Tatyana Drubich,1959,\N,actress,"tt1766044,tt0117392,tt0347690,tt0092879"
nm0464475,Natalya Kolyakanova,1955,\N,actress,"tt0100757,tt0117386,tt0246119,tt0417319"
nm0051282,Aleksandr Baluev,1958,\N,actor,"tt0119874,tt0113878,tt0120647,tt0228750"
nm0560093,Liesel Matthews,1984,\N,"actress,soundtrack","tt0113670,tt0118571,tt0160663,tt0463399"
nm0380231,Blake Heron,1982,2017,"actor,camera_department,cinematographer","tt0277434,tt0112302,tt0331811,tt0120118"
nm0492220,Adam LaVorgna,1981,\N,"actor,soundtrack","tt0155753,tt0160663,tt0101055,tt0110516"
nm0219301,Tony Denman,1979,\N,"actor,writer,art_director","tt0116282,tt0279781,tt0195462,tt0139239"
nm0000193,Demi Moore,1962,\N,"actress,producer,soundtrack","tt0305357,tt0119173,tt0099653,tt0107211"
nm0258250,Eloise Eonnet,\N,\N,actress,"tt0123987,tt0160644,tt2933632,tt0330252"
nm0196718,Hadrian Dagannaud-Brouard,\N,\N,actor,tt0160644
nm1124035,Chaya Cuénot,\N,\N,actress,tt0160644
nm0931404,Olivia Williams,1968,\N,"actress,soundtrack","tt0128445,tt0167404,tt1174732,tt1139328"
nm0001267,Balthazar Getty,1975,\N,"actor,producer,soundtrack","tt0116922,tt0100994,tt0100054,tt0426459"
nm0431332,Arly Jover,\N,\N,"actress,producer,writer","tt0120611,tt5061564,tt1568346,tt5050904"
nm0129071,Jason Cairns,1969,\N,"actor,writer,costume_department","tt0142735,tt0160289,tt0110126,tt0163579"
nm0000240,Skeet Ulrich,1970,\N,"actor,soundtrack,director","tt0117571,tt0913354,tt0409572,tt0115963"
nm0005568,Russell Wong,1963,\N,"actor,producer","tt0378918,tt0102526,tt0165929,tt0859163"
nm0004911,Angela Featherstone,1965,\N,"actress,writer,director","tt0120906,tt0120888,tt0218619,tt0118880"
nm0006610,Donal Logue,1966,\N,"actor,soundtrack,producer","tt0425123,tt0187393,tt0120611,tt0443706"
nm0000352,Vincent D'Onofrio,1959,\N,"actor,producer,soundtrack","tt0119654,tt0109707,tt0209958,tt0093058"
nm0000413,Janeane Garofalo,1964,\N,"actress,writer,producer","tt0117979,tt0132347,tt0382932,tt0243655"
nm0000675,Jeanne Tripplehorn,1963,\N,"actress,soundtrack","tt0103772,tt0106918,tt0114898,tt0130121"
nm0001629,Kevin Pollak,1957,\N,"actor,producer,writer","tt0146675,tt0104257,tt0114814,tt0327247"
nm0684615,Alexandre Pinto,1981,\N,actor,"tt0160759,tt0120763,tt0340099,tt0119603"
nm0182190,Joana Costa,\N,\N,"actress,music_department","tt1781882,tt0472521,tt2965918,tt0160759"
nm0735124,Joel Rodrigues,\N,\N,actor,"tt0340099,tt0160759"
nm0735168,Mário Rodrigues,\N,\N,"actor,producer","tt2451120,tt0160759"
nm0000213,Winona Ryder,1971,\N,"actress,producer,soundtrack","tt0099487,tt0172493,tt0110367,tt0100140"
nm0001035,Ben Chaplin,1970,\N,"actor,soundtrack","tt0120863,tt0117979,tt0188453,tt0264935"
nm0944077,Sarah Wynter,1973,\N,"actress,producer,writer","tt0216216,tt0885468,tt0120841,tt0285331"
nm0001311,Philip Baker Hall,1931,2022,"actor,soundtrack","tt0175880,tt0120812,tt0119256,tt0118749"
nm0000169,Tommy Lee Jones,1946,\N,"actor,director,soundtrack","tt0106977,tt0443272,tt2398231,tt0477348"
nm0000168,Samuel L. Jackson,1948,\N,"actor,producer,soundtrack","tt3460252,tt0110912,tt0417148,tt4154664"
nm0001602,Guy Pearce,1967,\N,"actor,soundtrack,director","tt0887912,tt0119488,tt2345737,tt0209144"
nm0001426,Ben Kingsley,1943,\N,"actor,soundtrack,producer","tt1300854,tt0083987,tt0108052,tt0203119"
nm0599715,Dan Montgomery Jr.,1969,\N,"actor,location_management,miscellaneous","tt0116126,tt0377818,tt0231956,tt0331953"
nm0657760,Aleksa Palladino,1980,\N,"actress,soundtrack,composer","tt2543312,tt0979432,tt0292963"
nm0000947,Karen Black,1939,2013,"actress,soundtrack,writer","tt0071577,tt0065724,tt0251736,tt0073440"
nm0641437,Peg O'Keef,\N,\N,actress,"tt8416494,tt14261112,tt10857160,tt2975598"
nm1861065,Dakota Anderson,\N,\N,"actor,stunts,camera_department","tt0204137,tt1621429,tt0306414,tt0098844"
nm0106168,Thomas Braxton Jr.,\N,\N,actor,"tt0118729,tt0301265,tt1079360,tt3295786"
nm0163214,Joe Clair,\N,\N,"actor,miscellaneous,composer","tt0418223,tt0349113,tt0814052,tt1236199"
nm0235702,Rel Dowdell,\N,\N,"director,writer,actor","tt5368690,tt0161003,tt1569931,tt18235648"
nm0048379,David Aaron Baker,1963,\N,"actor,soundtrack","tt0313737,tt0264761,tt4094724,tt1226273"
nm0005203,Mary McCormack,1969,\N,"actress,producer,writer","tt0450385,tt0272152,tt0120647,tt0935095"
nm0000330,Stockard Channing,1944,\N,"actress,soundtrack","tt0120791,tt0198021,tt0077631,tt0108149"
nm0001714,Campbell Scott,1961,\N,"actor,producer,director","tt0299117,tt0115678,tt1872181,tt0105415"
nm0000158,Tom Hanks,1956,\N,"producer,actor,soundtrack","tt0109830,tt1535109,tt0162222,tt0094737"
nm0000166,Helen Hunt,1963,\N,"actress,producer,director","tt0103484,tt0117998,tt0119822,tt0455805"
nm0584052,Paul Sanchez,\N,\N,"actor,director,writer","tt0091763,tt5179730,tt2245277,tt6111980"
nm0925096,Lari White,1965,2018,"actress,soundtrack","tt1555064,tt0212815,tt0384376,tt0162222"
nm0000148,Harrison Ford,1942,\N,"actor,writer,producer","tt0090329,tt0106977,tt0076759,tt0082971"
nm0000201,Michelle Pfeiffer,1958,\N,"actress,soundtrack,producer","tt0161081,tt5109784,tt0427327,tt0117247"
nm0870007,Katharine Towne,\N,\N,actress,"tt0179116,tt0161081,tt0251075,tt0166924"
nm0001584,Miranda Otto,1967,\N,"actress,soundtrack,writer","tt0407304,tt0120863,tt0167260,tt0167261"
nm0000473,Diane Keaton,1946,\N,"actress,producer,director","tt0082979,tt0337741,tt0356680,tt0075686"
nm0000212,Meg Ryan,1961,\N,"actress,producer,director","tt0098635,tt0120632,tt0128853,tt0108160"
nm0001435,Lisa Kudrow,1963,\N,"actress,producer,writer","tt0434672,tt0120032,tt0120777,tt0108778"
nm0000527,Walter Matthau,1920,2000,"actor,soundtrack,director","tt0071524,tt0072251,tt0060424,tt0063374"
nm0491136,Michael Laurence,\N,\N,"actor,director,writer","tt4118584,tt0914387,tt2104664,tt2741602"
nm0588096,Christa Miller,1964,\N,"actress,music_department,soundtrack","tt0285403,tt1441109,tt0111945,tt0424600"
nm0864997,Stephen Tobolowsky,1951,\N,"actor,soundtrack,writer","tt0486946,tt0107048,tt0095647,tt0103074"
nm0001397,Brion James,1945,1999,"actor,producer","tt0083658,tt0099044,tt0108238,tt0119116"
nm0022764,Ernesto Alterio,1970,\N,"actor,soundtrack","tt1726888,tt0212311,tt0301524,tt2419986"
nm0893638,Natalia Verbeke,1975,\N,"actress,soundtrack,miscellaneous","tt0273300,tt0292542,tt0301524,tt1320315"
nm0761103,José Sancho,1944,2013,"actor,miscellaneous","tt0287467,tt0120946,tt0422085,tt0118819"
nm0653405,Mohamen Mehdi Ouazanni,\N,\N,actor,"tt2245988,tt3360128,tt0240510,tt2101473"
nm0146798,Michael Cavalieri,\N,\N,"actor,producer,director","tt0110657,tt0116830,tt14495754,tt0106079"
nm0578548,Trisha Melynkov,\N,\N,actress,"tt0161084,tt0105898,tt0164182,tt0106681"
nm0134199,Harold Cannon,\N,2023,actor,"tt0106064,tt0112022,tt0364845,tt2370248"
nm0034532,Karin Argoud,1960,\N,"actress,director,producer","tt0074042,tt0115285,tt0085050,tt0081849"
nm0000151,Morgan Freeman,1937,\N,"actor,producer,soundtrack","tt0114369,tt0468569,tt0405159,tt0097239"
nm0000432,Gene Hackman,1930,\N,"actor,soundtrack,producer","tt0095647,tt0067116,tt0105695,tt0265666"
nm0005048,Thomas Jane,1969,\N,"actor,producer,director","tt0884328,tt0118749,tt0120863,tt0149261"
nm0000899,Monica Bellucci,1964,\N,"actress,soundtrack,producer","tt0465602,tt0234215,tt0213847,tt0242653"
nm0000107,Kim Basinger,1953,\N,"actress,soundtrack,producer","tt0096895,tt0119488,tt0337921,tt0108525"
nm0001751,Jimmy Smits,1955,\N,"actor,producer,soundtrack","tt0106079,tt1321510,tt3748528,tt0121766"
nm0001722,Rufus Sewell,1967,\N,"actor,soundtrack","tt0118929,tt0183790,tt0443543,tt7549996"
nm0171052,Holliston Coleman,1992,\N,actress,"tt0328137,tt1037222,tt0972412,tt0163983"
nm0005010,Lori Heuring,1973,\N,actress,"tt0305224,tt0166924,tt1564367,tt0926129"
nm0911861,Susan Ward,1976,\N,"actress,soundtrack","tt0163676,tt0118484,tt0453560,tt0256380"
nm0786136,Matthew Settle,1969,\N,"actor,soundtrack","tt0409572,tt0130018,tt0141926,tt0185906"
nm0079846,Nathan Bexton,1977,\N,"actor,director,writer","tt0139239,tt0119809,tt0163676,tt0206226"
nm0000138,Leonardo DiCaprio,1974,\N,"producer,actor,soundtrack","tt0993846,tt0120338,tt0407887,tt1375666"
nm0842770,Tilda Swinton,1960,\N,"actress,producer,writer","tt0465538,tt1242460,tt1706620,tt1034415"
nm0948679,Daniel York,\N,\N,"actor,director,writer","tt0131566,tt0419706,tt0259733,tt0163978"
nm0665265,Patcharawan Patarakijjanon,\N,\N,actress,tt0163978
nm0002364,Dante Basco,1975,\N,"actor,producer,writer","tt2139965,tt0179116,tt0446046,tt0102057"
nm0305182,Eddie Garcia,1929,2019,"actor,director,assistant_director","tt0318412,tt2244376,tt0186550,tt0124988"
nm0769444,Jayson Schaal,\N,\N,actor,"tt0124914,tt0178916,tt0163745,tt0134206"
nm0136286,Brian Card,\N,\N,actor,"tt0248974,tt0269134,tt0163745,tt0122132"
nm0089141,Brian Bloom,1970,\N,"actor,writer,miscellaneous","tt7006358,tt0429493,tt10417512,tt0087843"
nm0881948,Justin Urich,1978,\N,"actor,writer","tt0144528,tt0122247,tt0278488,tt0365513"
nm0424635,Brad Johnson,1959,2022,"actor,soundtrack","tt0106081,tt0096794,tt0190524,tt0107819"
nm0258852,Sigal Erez,\N,\N,"writer,producer,actress","tt7741264,tt15340088,tt12452282,tt0164318"
nm0005246,Esai Morales,1962,\N,"actor,producer,director","tt9603212,tt0085210,tt0106079,tt0093378"
nm0338614,James Marshall,1967,\N,"actor,soundtrack,producer","tt0247303,tt0104257,tt0105665,tt0098936"
nm0000319,Yancy Butler,1970,\N,"actress,producer","tt0274298,tt1250777,tt1650554,tt0107076"
nm0341347,Renee Allman,1964,\N,"actress,miscellaneous","tt0111293,tt0104187,tt0106639,tt0102915"
nm0000961,Timothy Bottoms,1951,\N,"actor,producer","tt0067277,tt0067328,tt0070509,tt0363589"
nm0011615,Anthony Addabbo,1960,2016,"actor,writer","tt0103522,tt0044265,tt0065272,tt0112112"
nm0522550,Jacqueline Lovell,1974,\N,"actress,miscellaneous,writer","tt6840146,tt6466646,tt6388220,tt0300745"
nm0001397,Brion James,1945,1999,"actor,producer","tt0083658,tt0099044,tt0108238,tt0119116"
nm0000260,Joan Allen,1956,\N,"actress,soundtrack,producer","tt3170832,tt0113987,tt0115988,tt0452608"
nm0000920,Patrick Bergin,1951,\N,"actor,soundtrack,producer","tt0102945,tt0102340,tt0102797,tt0105112"
nm0192377,Liam Cunningham,1961,\N,"actor,director,producer","tt0986233,tt0944947,tt0800320,tt0460989"
nm0573618,Kevin McNally,1956,\N,"actor,writer,director","tt0325980,tt0383574,tt0449088,tt1298650"
nm0000775,Christina Applegate,1971,\N,"actress,producer,soundtrack","tt0092400,tt4651520,tt0253867,tt0101757"
nm0493699,Justin Lazard,1967,\N,"actor,producer,writer","tt0103419,tt0106127,tt0176269,tt0120841"
nm0000628,Johnathon Schaech,1969,\N,"actor,writer,producer","tt0926129,tt0117887,tt0159276,tt11695190"
nm0953262,Moon Unit Zappa,1967,\N,"actress,soundtrack,writer","tt0972412,tt0098877,tt0119570,tt0089670"
nm0004941,Soleil Moon Frye,1976,\N,"actress,producer,soundtrack","tt0110913,tt0115341,tt0086787,tt0144289"
nm0000696,Wil Wheaton,1972,\N,"actor,writer,producer","tt0092005,tt0084649,tt0103112,tt0092455"
nm0845941,Catherine Taber,\N,\N,"actress,soundtrack,executive","tt0458290,tt10148174,tt2488496,tt4859164"
nm0937756,Gary Wolf,1969,\N,actor,"tt3799694,tt0395843,tt0140688,tt0452046"
nm0001745,Stellan Skarsgård,1951,\N,"actor,producer,soundtrack","tt0119217,tt2382009,tt0118607,tt1937390"
nm0372176,Lena Headey,1973,\N,"actress,producer,director","tt0416449,tt1374989,tt0944947,tt1343727"
nm1530889,Jean Johansson,1981,\N,actress,"tt7316998,tt0168446,tt0463819,tt0424601"
nm0001648,Charlotte Rampling,1946,\N,"actress,soundtrack,writer","tt0324133,tt2094766,tt1527186,tt3544082"
nm0001951,Björk,1965,\N,"music_artist,soundtrack,composer","tt0110413,tt0168629,tt0138545,tt11138512"
nm0000366,Catherine Deneuve,1943,\N,"actress,soundtrack,producer","tt0283832,tt0168629,tt0061395,tt0059646"
nm0001556,David Morse,1953,\N,"actor,producer,director","tt0887912,tt0816711,tt0120689,tt0118884"
nm0001780,Peter Stormare,1953,\N,"actor,writer,producer","tt0360486,tt0355295,tt0116282,tt0120591"
nm0389109,Thom Hoffman,1957,\N,"actor,director,writer","tt0389557,tt0179057,tt0168509,tt0086543"
nm0210217,Inês de Medeiros,1968,\N,"actress,director,assistant_director","tt0114083,tt0124840,tt2266693,tt0109384"
nm0786882,Catherine de Seynes,1930,2012,actress,"tt0060481,tt0169427,tt0258019,tt0168509"
nm0190340,Javier Cruz,\N,\N,actor,"tt0460342,tt1179855,tt1661320,tt0168509"
nm0000107,Kim Basinger,1953,\N,"actress,soundtrack,producer","tt0096895,tt0119488,tt0337921,tt0108525"
nm0001641,Vincent Perez,1964,\N,"actor,director,writer","tt0110963,tt26656821,tt28106865,tt3026488"
nm0014582,Liam Aiken,1990,\N,"actor,camera_department","tt0120686,tt0339291,tt0257044,tt0326900"
nm0834925,Garrett Strommen,1982,\N,"actor,miscellaneous,executive","tt1477118,tt0167203,tt0368479,tt1013860"
nm0556343,Vladimir Mashkov,1963,\N,"actor,producer,director","tt5987402,tt1229238,tt0159273,tt0416099"
nm0198814,Mateusz Damiecki,1981,\N,"actor,director,writer","tt0461867,tt2383490,tt1728620,tt0167380"
nm0407959,Vladimir Ilin,1947,\N,"actor,music_department","tt6673840,tt0120125,tt0164055,tt1446130"
nm0538710,Sergey Makovetskiy,1958,\N,actor,"tt0167380,tt0156849,tt0107490,tt0488478"
nm0911725,Megan Ward,1969,\N,actress,"tt0104187,tt0116707,tt0106302,tt0115151"
nm0591703,Kristin Minter,\N,\N,actress,"tt0108757,tt0101615,tt2249007,tt0099785"
nm0000798,Linden Ashby,1960,\N,"actor,director","tt0111756,tt0432021,tt1567432,tt0113855"
nm0001652,John Ratzenberger,1947,\N,"actor,director,soundtrack","tt0317219,tt0114709,tt0910970,tt0083399"
nm1017646,Sean Blakemore,1967,\N,actor,"tt3488298,tt5651762,tt1408101,tt3502248"
nm0113640,Gilbert Glenn Brown,\N,\N,"actor,director,editor","tt8722888,tt0069658,tt13062500,tt2452150"
nm0168228,Robert David Cochrane,1970,\N,"writer,producer,director","tt2797808,tt2865062,tt13056494,tt3416408"
nm0260224,Arlen Escarpeta,\N,\N,"actor,producer,miscellaneous","tt1622979,tt7174764,tt3750942"
nm0045232,Ivan Baccarat,\N,\N,actor,"tt0169122,tt0212671,tt1488007"
nm0512182,Amy Lindsay,1966,\N,"actress,make_up_department,casting_director","tt0112178,tt0408374,tt0804875,tt0171326"
nm0474852,Pravesh Kumar,\N,\N,"actor,director,writer","tt12154102,tt1554979,tt0332766,tt14894932"
nm0820425,Gigi St. Blaque,\N,\N,actress,"tt0169122,tt0304557,tt0286896"
nm0052051,Nis Bank-Mikkelsen,1945,\N,"actor,miscellaneous","tt0164994,tt0077051,tt0168856,tt1298825"
nm0845310,Søren Sætter-Lassen,1955,\N,actor,"tt0826760,tt1961192,tt0128007,tt0281924"
nm0449881,Morten Kerrn Nielsen,\N,\N,actor,tt0168856
nm0422205,Sebastian Jessen,1986,\N,"actor,assistant_director","tt1854236,tt2146660,tt1526318,tt5062938"
nm0007045,Scott Wiper,1970,\N,"writer,director,actor","tt0443473,tt0213149,tt9441638,tt1366365"
nm0174780,Jack Conley,\N,\N,actor,"tt2975578,tt0181865,tt1013752,tt0436339"
nm0034492,Carmen Argenziano,1943,2019,"actor,producer","tt0086383,tt0094608,tt0115759,tt0309698"
nm0354469,Richard Haje,\N,\N,actor,"tt0112022,tt0119215,tt0201694,tt0266465"
nm0000767,Jean-Hugues Anglade,1955,\N,"actor,director,writer","tt0090563,tt0100263,tt0110963,tt0090095"
nm0202966,Keith David,1956,\N,"actor,soundtrack,producer","tt0096256,tt0084787,tt0120591,tt0780521"
nm2852559,Kent Allen,\N,\N,actor,"tt0255432,tt0168631,tt0871134,tt1243955"
nm0001567,Connie Nielsen,1965,\N,"actress,producer,writer","tt0264395,tt0451279,tt0265459,tt0172495"
nm0001774,Ben Stiller,1965,\N,"producer,actor,director","tt0196229,tt0359950,tt1608290,tt0942385"
nm0001570,Edward Norton,1969,\N,"actor,producer,writer","tt0137523,tt0120586,tt2562232,tt0117381"
nm0001184,Jenna Elfman,1971,\N,"actress,producer,soundtrack","tt1632708,tt0118303,tt0171433,tt0131369"
nm0000843,Anne Bancroft,1931,2005,"actress,soundtrack,director","tt0119223,tt0061722,tt0076843,tt0056241"
nm0000160,Ethan Hawke,1970,\N,"actor,producer,writer","tt0139654,tt2209418,tt0112471,tt0381681"
nm0001492,Kyle MacLachlan,1959,\N,"actor,soundtrack,director","tt4093826,tt0090756,tt0087182,tt1780441"
nm0893204,Diane Venora,1952,\N,"actress,producer","tt0113277,tt0119395,tt0117509,tt0094747"
nm0001731,Sam Shepard,1943,2017,"actor,writer,soundtrack","tt1935179,tt1322269,tt0086197,tt0265086"
nm0000678,Kathleen Turner,1954,\N,"actress,soundtrack,producer","tt0088011,tt0111127,tt0091738,tt0082089"
nm0000732,Danny Aiello,1933,2019,"actor,producer,soundtrack","tt0102070,tt0093565,tt0110413,tt0097216"
nm0001550,Cathy Moriarty,1960,\N,"actress,soundtrack","tt0289848,tt0081398,tt0102951,tt1038919"
nm0621992,Frankie Nasso,1984,\N,"producer,director,actor","tt0170452,tt0119214,tt1787797"
nm0268199,Colin Farrell,1976,\N,"actor,producer,soundtrack","tt0257076,tt3464902,tt1877830,tt0780536"
nm0205127,Matthew Davis,1978,\N,actor,"tt0250494,tt0300532,tt0170691,tt0383222"
nm0004286,Clifton Collins Jr.,1970,\N,"actor,producer,director","tt0181865,tt0379725,tt0796366,tt0765010"
nm0347509,Tom Guiry,1981,\N,actor,"tt0327056,tt0170691,tt0265086,tt0108037"
nm0000128,Russell Crowe,1964,\N,"actor,soundtrack,producer","tt0119488,tt0172495,tt1707386,tt0268978"
nm0001618,Joaquin Phoenix,1974,\N,"actor,producer,writer","tt1560747,tt0172495,tt0358273,tt1798709"
nm0001567,Connie Nielsen,1965,\N,"actress,producer,writer","tt0264395,tt0451279,tt0265459,tt0172495"
nm0001657,Oliver Reed,1938,1999,"actor,soundtrack","tt0172495,tt0078908,tt0063385,tt0080658"
nm0000250,Renée Zellweger,1969,\N,"actress,producer,soundtrack","tt0116695,tt0243155,tt0299658,tt0159365"
nm0000151,Morgan Freeman,1937,\N,"actor,producer,soundtrack","tt0114369,tt0468569,tt0405159,tt0097239"
nm0001674,Chris Rock,1965,\N,"producer,actor,writer","tt0351283,tt2784678,tt0398165,tt0325537"
nm0001427,Greg Kinnear,1963,\N,"actor,producer,writer","tt0114319,tt0119822,tt0128853,tt0449059"
nm0001718,Kyra Sedgwick,1965,\N,"actress,producer,director","tt0458253,tt0114496,tt0361127,tt0117333"
nm0001555,Rob Morrow,1962,\N,"actor,director,producer","tt0110932,tt0098878,tt0246072,tt0433309"
nm0005375,Lela Rochon,1964,\N,"actress,producer","tt0114885,tt0146838,tt0120724,tt0118900"
nm0001546,Mary Tyler Moore,1936,2017,"actress,soundtrack,producer","tt0062362,tt0054533,tt0065314,tt0081283"
nm0000453,Ian Holm,1931,2020,"actor,soundtrack,animation_department","tt0120737,tt0167260,tt0382932,tt0088846"
nm0001804,Stanley Tucci,1960,\N,"actor,producer,soundtrack","tt0380510,tt1135503,tt0115678,tt1895587"
nm0204706,Hope Davis,1964,\N,"actress,soundtrack","tt0305206,tt3498820,tt0383028,tt0257360"
nm0405103,Sarah Hyland,1990,\N,"actress,producer,soundtrack","tt3084028,tt1686821,tt1442437,tt1835977"
nm0000176,Nastassja Kinski,1961,\N,"actress,producer,soundtrack","tt0087884,tt0083722,tt0111400,tt0080009"
nm0001233,Robert Forster,1941,2019,"actor,producer,director","tt0119396,tt0166924,tt1033575,tt2302755"
nm0604571,Cody Morgan,1986,\N,actor,"tt0173999,tt0115167"
nm0129071,Jason Cairns,1969,\N,"actor,writer,costume_department","tt0142735,tt0160289,tt0110126,tt0163579"
nm0000603,Vanessa Redgrave,1937,\N,"actress,soundtrack,producer","tt0783233,tt1372686,tt0104454,tt0892318"
nm0000367,Gérard Depardieu,1948,\N,"actor,producer,soundtrack","tt0103594,tt0099699,tt0099334,tt0120744"
nm0748207,Sergio Rubini,1959,\N,"actor,writer,director","tt0100686,tt0119794,tt0335345,tt0772203"
